职位名称,职位地址,薪资,学历经验要求,公司名称,公司信息,公司福利,详情页链接
Python,杭州·滨江区·长河,14-28K,经验不限本科,华为成都研究所,通信/网络设备不需要融资10000人以上,五险一金，交通补助，节日福利，零食下午茶，定期体检，免费班车，补充医疗保险，年终奖，带薪年假，员工旅游，加班补助，股票期权,https://www.zhipin.com/job_detail/7386a15b70c7b98f33x_29-7FFU~.html
Python,杭州·余杭区·仓前,9-14K,经验不限本科,实在智能,互联网B轮100-499人,股票期权，员工旅游，定期体检，年终奖，节日福利，全勤奖，零食下午茶，餐补，补充医疗保险，带薪年假，加班补助，五险一金,https://www.zhipin.com/job_detail/042a0f7cc995e0501nN53Nq-FFtV.html
Python,杭州·滨江区·西兴,10-11K·13薪,3-5年本科,滨鸿物联,智能硬件未融资100-499人,节日福利，全勤奖,https://www.zhipin.com/job_detail/85657c8deba9ae9e1XVy09-6GVVW.html
python开发,杭州·西湖区·黄龙,6-10K,1-3年本科,盈丰软件,计算机软件不需要融资20-99人,,https://www.zhipin.com/job_detail/8932f2eb19b537ff1XV609i8F1NQ.html
Python开发,杭州·西湖区·文三路,4-7K·13薪,经验不限本科,云迪,移动互联网不需要融资20-99人,加班补助，零食下午茶，股票期权，年终奖，员工旅游，定期体检，五险一金，节日福利,https://www.zhipin.com/job_detail/8cbe0dffa9475bec1nJ93dW_FFdS.html
Python-杭州,杭州·滨江区·长河,11-19K,3-5年本科,煜象科技,计算机软件未融资500-999人,补充医疗保险，定期体检，零食下午茶，年终奖，带薪年假，司龄福利假，五险一金，高温补贴，工龄带薪年假，节日福利,https://www.zhipin.com/job_detail/aa116f0966a0871b1nN73N-6EFtV.html
python开发,杭州,7-12K,在校/应届大专,圆通全球集运,移动互联网不需要融资20-99人,五险一金，带薪年假，节日福利,https://www.zhipin.com/job_detail/f84c991c2e79aacd1nF43Ni4FlJU.html
python开发004,杭州·萧山区·北干,7-12K·14薪,1-3年本科,云尖信息,通信/网络设备不需要融资1000-9999人,年终奖，加班补助，零食下午茶，节假日加班费，带薪年假，员工旅游，股票期权，生日福利，补充医疗保险，节日福利，定期体检，餐补，交通补助，五险一金,https://www.zhipin.com/job_detail/f8c45018f4a3e2221XVy3Ni0FldX.html
Python工程师,杭州·余杭区·未来科技城,15-25K·13薪,3-5年本科,斑头雁,计算机软件天使轮20-99人,股票期权，员工旅游，带薪年假，年终奖，五险一金，定期体检,https://www.zhipin.com/job_detail/8cceda40cb70206a1n193NS9FVBS.html
Python开发,杭州·滨江区·长河,14-28K,3-5年本科,软通动力,计算机软件已上市10000人以上,零食下午茶，交通补助，五险一金，加班补助，团建活动，定期体检，带薪年假，免费班车，节日福利,https://www.zhipin.com/job_detail/41e53233faf9785e1XV-2N-5GVU~.html
Python开发,杭州·余杭区·五常,7-12K,1-3年本科,浙江省数理医学学会,学术/科研未融资20-99人,定期体检，交通补助，五险一金，年终奖，零食下午茶，餐补，通讯补贴，节日福利，全勤奖,https://www.zhipin.com/job_detail/b10e7c92b953b04d1nJ93dq8FVNR.html
Python后端,杭州·萧山区·钱江世纪城,90-110元/天,5天/周6个月大专,傲创资产,基金不需要融资20-99人,五险一金，节日福利，员工旅游，年终奖，股票期权，补充医疗保险，零食下午茶，包吃,https://www.zhipin.com/job_detail/ab94b2b1d2f4d2491nR909i0GVNR.html
Python讲师,杭州·余杭区·仓前,12-18K,3-5年本科,慧科集团,在线教育D轮及以上1000-9999人,员工旅游，带薪年假，五险一金，年终奖，定期体检，股票期权，节日福利,https://www.zhipin.com/job_detail/e9609442612872481nN_0tS5E1NV.html
python开发,杭州·滨江区·浦沿,9-14K,1-3年本科,蓝憬科技,新能源天使轮20-99人,餐补，带薪年假，零食下午茶，高端体检，出差补助，五险一金，通讯补贴，员工旅游，交通补助,https://www.zhipin.com/job_detail/af2432fbf9c41c1d1nZ92d-0ElRS.html
Python工程师,杭州·余杭区·万达广场,10-15K·14薪,1-3年本科,杰毅生物,医疗健康B轮500-999人,带薪年假，节日福利，员工旅游，定期体检，全勤奖，五险一金，年终奖，补充医疗保险,https://www.zhipin.com/job_detail/3fc0ab2a99ac7aa71nN-3tq1FFdR.html
Python工程师,杭州·余杭区·仓前,11-18K·13薪,1-3年本科,未斯,互联网A轮100-499人,住房补贴，交通补助，员工旅游，餐补，股票期权，零食下午茶，通讯补贴，五险一金，节日福利,https://www.zhipin.com/job_detail/e0f5957c73b4a55c1n1y3dm-EFNX.html
Python实习生,杭州,150-200元/天,5天/周6个月本科,有数,互联网A轮100-499人,零食下午茶，节日福利，带薪年假，定期体检，员工旅游，培训，技术分享，股票期权，五险一金，年终奖,https://www.zhipin.com/job_detail/7ab0e7588d81c5ca1XZ63Nu_EFNR.html
python后端开发,杭州·萧山区·钱江世纪城,12-20K·16薪,经验不限本科,浙江省北大信研院,其他行业未融资100-499人,补充医疗保险，节日福利，带薪年假，股票期权，员工旅游，加班补助，五险一金，定期体检，年终奖，零食下午茶,https://www.zhipin.com/job_detail/6962f7e9ab8d82051XR50t27GVZR.html
后端Python工程师,杭州·滨江区·浦沿,15-30K,3-5年学历不限,互办互帮,生活服务20-99人,,https://www.zhipin.com/job_detail/3d0df0aaf59c0ba11nJ93Nq1FFNW.html
Python开发,杭州·钱塘区·下沙,6-7K,1年以内本科,杭州壹网壹创,电子商务已上市1000-9999人,住房补贴，带薪年假，节日福利，员工旅游，年终奖，餐补，五险一金，超值内购，股票期权，零食下午茶,https://www.zhipin.com/job_detail/748ba1831fae706f1XZ62t66EVBR.html
python后台开发,杭州·上城区·三堡,12-24K,3-5年本科,兰树化妆品,日化未融资100-499人,股票期权，产品福利，带薪年假，五险一金，员工旅游,https://www.zhipin.com/job_detail/fbe96bb5a36528281nd609-1EVpV.html
Python讲师,杭州,5-10K·13薪,经验不限大专,码王教育科技,培训机构A轮20-99人,全勤奖，年终奖，五险一金，节日福利，员工旅游，通讯补贴，餐补，住房补贴，包吃，交通补助，加班补助,https://www.zhipin.com/job_detail/0915300d346e89a13nJ709-_GVQ~.html
资深Python工程师,杭州·滨江区·西兴,20-35K,经验不限大专,杭州百博电商,互联网未融资100-499人,股权激励，年终奖，股权激励，住房补贴，带薪年假，员工旅游，五险一金，零食下午茶，全勤奖，节日福利,https://www.zhipin.com/job_detail/879880a097e2172c1n1729q-EVBU.html
python实习生,杭州·上城区·湖滨,200-250元/天,4天/周3个月本科,杭州简则智能科技,互联网未融资0-20人,加班补助，五险一金,https://www.zhipin.com/job_detail/21c0f563e9161d181XV82d-_FlBT.html
初级Python工程师,杭州·余杭区·五常,6-9K,经验不限本科,博彦科技,计算机软件已上市10000人以上,五险一金，定期体检，免费班车，年终奖，带薪年假，节日福利,https://www.zhipin.com/job_detail/0092922106529fba1Xd62t-6EVNX.html
Python工程师,杭州·上城区·钱江新城,13-22K,3-5年本科,江山欧派,工程施工已上市1000-9999人,带薪年假，全勤奖，通讯补贴，五险一金，员工宿舍，免费班车，定期体检，年终奖，节日福利,https://www.zhipin.com/job_detail/9a27fa61bb1fc1891nN62d68GVFZ.html
Python工程师,杭州·萧山区·钱江世纪城,12-18K·14薪,1-3年硕士,医康慧联,计算机软件A轮20-99人,零食下午茶，定期体检，带薪年假，股票期权，员工旅游，节日福利，五险一金，年终奖,https://www.zhipin.com/job_detail/7fcb0f40492755fc1XV9396-GVVW.html
python后端开发,杭州·拱墅区·古墩路,15-19K·13薪,3-5年本科,美创科技,信息安全D轮及以上500-999人,定期体检，补充医疗保险，股票期权，员工旅游，带薪年假，年终奖，五险一金,https://www.zhipin.com/job_detail/bf7a330ccb73118303F839m0FFs~.html
Python工程师,杭州·上城区·钱江新城,15-20K·14薪,3-5年本科,同富云商,贸易/进出口不需要融资100-499人,带薪年假，节日福利，大小团建，五险一金，年终奖，员工旅游,https://www.zhipin.com/job_detail/7cd8666ed7854b8f1XZ73N61ElRZ.html
Python工程师,杭州·余杭区·海创园,20-40K·14薪,经验不限本科,智云健康,医疗健康D轮及以上1000-9999人,股票期权，带薪年假，员工旅游，五险一金，餐补，定期体检，交通补助，节日福利，补充医疗保险，年终奖，通讯补贴,https://www.zhipin.com/job_detail/5f49246d4410b08f0HF53t-7FFo~.html
Python工程师,杭州·钱塘区·下沙,7-12K,经验不限本科,百算,计算机软件A轮20-99人,节日福利，年终奖，员工旅游，股票期权，带薪年假，零食下午茶,https://www.zhipin.com/job_detail/83a28c73fd6909431n1809W4E1ZZ.html
Python开发工程师,杭州·钱塘区·和达东东城,15-30K·14薪,经验不限大专,七云网络,通信/网络设备A轮100-499人,五险一金，带薪年假，员工旅游，年终奖,https://www.zhipin.com/job_detail/bf1a69b8830fd49b1XVz0t64GVJW.html
python工程师,杭州,9-14K,3-5年大专,高能投资,证券/期货不需要融资500-999人,零食下午茶，员工旅游，全勤奖，通讯补贴,https://www.zhipin.com/job_detail/d5748b193999807a1nB93Ni5GVBU.html
Python开发工程师,杭州,15-25K·14薪,3-5年大专,八维通,移动互联网不需要融资500-999人,交通补助，零食下午茶，加班补助，通讯补贴，带薪年假，补充医疗保险，餐补，五险一金，年终奖，定期体检，股票期权，节日福利,https://www.zhipin.com/job_detail/fc5176789cb1d4951XV43dq1FVVR.html
Python爬虫工程师,杭州·上城区·钱江新城,7-10K,1-3年大专,稻菽,互联网0-20人,员工旅游，节日福利，全勤奖，加班补助，五险一金，带薪年假,https://www.zhipin.com/job_detail/8b1812b7f553440f1XV52tS9GVVR.html
Python开发工程师,杭州·滨江区·浦沿,15-25K,1-3年本科,务新网络科技,电子商务未融资100-499人,员工旅游，节日福利，全勤奖，零食下午茶,https://www.zhipin.com/job_detail/fe449d72ea1bd6c01XZ72dm-FlNT.html
Python开发工程师,杭州·西湖区·高新文教区,18-30K·16薪,1-3年本科,每日互动,移动互联网已上市500-999人,通讯补贴，零食下午茶，节日福利，交通补助，五险一金，定期体检，年终奖，股票期权，餐补，带薪年假，包吃，员工旅游,https://www.zhipin.com/job_detail/4fd821b8c51a330c1XZ63dm6F1dZ.html
Python开发工程师,杭州,13-20K,1-3年本科,火石创造,互联网A轮100-499人,零食下午茶，员工旅游，节日福利，定期体检，带薪年假，通讯补贴，股票期权，加班补助，交通补助，补充医疗保险，年终奖，五险一金,https://www.zhipin.com/job_detail/0ee355b688feb53f3nF-0921Flc~.html
Python开发工程师,杭州·临平区·临平,30-40K·13薪,5-10年本科,杭州直梦广告有限...,移动互联网不需要融资20-99人,股票期权，定期体检，直梦合伙人,https://www.zhipin.com/job_detail/42728a27f91ce8d31HZ72Nu9F1I~.html
Python爬虫工程师,杭州·拱墅区·上塘,12-20K,3-5年大专,碧空环境,环保100-499人,,https://www.zhipin.com/job_detail/e507b8ae00c761fb1n1_2di-F1dT.html
Python开发工程师,杭州·西湖区·文三路,9-11K·13薪,1年以内本科,纳帕科技,互联网未融资20-99人,加班补助，五险一金，节日福利，餐补，带薪年假,https://www.zhipin.com/job_detail/579cb475a16248841XV_2d26GVVZ.html
Python开发工程师,杭州,12-24K·15薪,经验不限本科,五色云网络科技,互联网不需要融资20-99人,五险一金，加班补助，节日福利，年终奖，带薪年假,https://www.zhipin.com/job_detail/2e49ea47037646e61n1-3NW0F1dS.html
Python开发（包三餐）,杭州·滨江区·长河,10-15K·13薪,1-3年本科,杭州七凌,计算机服务不需要融资500-999人,五险一金,https://www.zhipin.com/job_detail/d71785ab56c39b431XVy0tm1FFRY.html
Python开发工程师,杭州·萧山区·钱江世纪城,12-18K·13薪,1-3年本科,杭州明象科技有限公司,计算机软件未融资20-99人,零食下午茶，带薪年假，定期体检，员工旅游，年终奖，五险一金，全勤奖，节日福利，股票期权，加班补助,https://www.zhipin.com/job_detail/5c7f9bdfaa91619a1n1z3du-FlNX.html
Python开发工程师,杭州·滨江区·长河,8-13K·13薪,1年以内本科,臻奇网络,游戏未融资0-20人,年终奖，定期体检，工龄奖，零食下午茶，股票期权，五险一金，加班补助，节日福利，绩效奖金，员工旅游，节假日加班费，带薪年假，全勤奖，底薪加提成,https://www.zhipin.com/job_detail/6138c3e0b446474c1nR-3tm6ElNZ.html
Python开发工程师,杭州·滨江区·长河,15-30K,3-5年本科,庄前,互联网未融资100-499人,补充医疗保险，定期体检，五险一金,https://www.zhipin.com/job_detail/c85886bddda1a9da1XV43dm7FlFS.html
Python开发工程师,杭州·西湖区·文二路,20-40K,经验不限本科,英祐科技,电子商务D轮及以上500-999人,五险一金，带薪年假，零食下午茶，股票期权，定期体检，节日福利，年终奖,https://www.zhipin.com/job_detail/0949d9b1229b71051XR70tq4FlVT.html
Python爬虫开发,杭州·上城区·钱江新城,30-40K·14薪,3-5年本科,泊桥咨询,人力资源服务不需要融资500-999人,五险一金，加班补助，员工旅游，带薪年假，餐补，股票期权，零食下午茶,https://www.zhipin.com/job_detail/6a595754ec1f459a1XV93ty_GFNU.html
Python开发工程师,杭州·滨江区·西兴,11-18K,1-3年大专,思考者科技,计算机服务未融资20-99人,五险，股票期权，年终奖，带薪年假，零食下午茶,https://www.zhipin.com/job_detail/fcaba8a647aacb1b1nx82dm7E1NY.html
Python开发工程师,杭州·拱墅区·万达广场,14-16K,1-3年本科,行行造价,计算机软件A轮20-99人,零食下午茶，通讯补贴，带薪年假，交通补助，年终奖，团建，餐补，加班补助，节日福利，五险，股票期权，员工旅游,https://www.zhipin.com/job_detail/0577252b822391f31XVz3d69FVdT.html
Python开发工程师,杭州·余杭区·仓前,14-20K,1-3年本科,杭州足购科技,计算机软件天使轮20-99人,带薪年假，餐补，加班补助，节日福利，五险一金,https://www.zhipin.com/job_detail/f1cc3cb7fb84c9d91n1-2tq0GVtU.html
Python开发工程师,杭州,15-30K,3-5年大专,构美,电子商务B轮500-999人,年终奖，五险一金，定期体检，带薪年假，交通补助，股票期权，零食下午茶，员工旅游，全勤奖，加班补助，餐补，节日福利,https://www.zhipin.com/job_detail/9b96d6a0c8ed5d2c1XVy39u5EFNZ.html
Python开发工程师,杭州·西湖区·转塘,14-20K,1-3年学历不限,糖心柯德教育,培训机构0-20人,五险一金，杭州补贴,https://www.zhipin.com/job_detail/3ea0fa3d30a3e26d1n193ty7ElpV.html
Python开发工程师,杭州·西湖区·三墩,15-25K,1-3年本科,微风企科技,数据服务A轮100-499人,五险一金，员工旅游，零食下午茶，节日福利，免费班车，带薪年假，股票期权，加班补助，定期体检，年终奖,https://www.zhipin.com/job_detail/0a8e00111d75f40c1XR52Nu4F1JW.html
PYTHON开发工程师,杭州·滨江区·浦沿,7-12K,1-3年本科,源创智控,智能硬件未融资100-499人,带薪年假，员工旅游，交通补助，五险一金，零食下午茶，餐补，加班补助，年终奖，住房补贴，节日福利，补充医疗保险，定期体检，通讯补贴，股票期权,https://www.zhipin.com/job_detail/f5cd288bb15e729e1n1-3tS5EVNY.html
Python开发工程师,杭州·余杭区·老余杭,14-20K·13薪,3-5年本科,德适生物,医疗健康B轮100-499人,意外险，底薪加提成，节日福利，年终奖，股票期权，节假日加班费，五险一金，零食下午茶，工龄奖，生日福利，加班补助，绩效奖金，带薪年假，团建聚餐，定期体检，有无线网,https://www.zhipin.com/job_detail/91c823529bffe2ce1XR52dy1EVRY.html
Python开发工程师,杭州·西湖区·三墩,10-11K,1-3年本科,杭州洞见科技,移动互联网未融资20-99人,五险一金，定期体检，节日福利，年终奖，带薪年假，员工旅游，股票期权，零食下午茶,https://www.zhipin.com/job_detail/de320330a111370c1XV939m_GVBV.html
python开发工程师,杭州·滨江区·浦沿,12-20K·16薪,1-3年大专,筑龙股份,互联网已上市100-499人,员工旅游，通讯补贴，年终奖，节日福利，五险一金，交通补助，餐补，定期体检，带薪年假,https://www.zhipin.com/job_detail/d2c8f65af731960b03173tu1GFc~.html
Python开发工程师,杭州·西湖区·西溪,12-24K,1-3年本科,章小鱼网络科技,互联网未融资100-499人,五险一金，定期体检，全勤奖，补充医疗保险，加班补助,https://www.zhipin.com/job_detail/80ca49a9ec8a365c1XR429q7GVZT.html
Python开发工程师,杭州·上城区·火车东站,12-18K,1-3年本科,天健水务,智能硬件未融资100-499人,,https://www.zhipin.com/job_detail/82a72139a8f4b4291n192dW8FVdZ.html
Python开发工程师,杭州·滨江区·长河,9-14K·13薪,1-3年本科,联汇科技,互联网C轮100-499人,员工旅游，通讯补贴，年终奖，五险一金，节日福利，加班补助，带薪年假，免费班车，餐补，定期体检,https://www.zhipin.com/job_detail/2e37309223a540b01n183d6-FFJQ.html
Python开发工程师,杭州·余杭区·五常,15-30K,1-3年大专,华网,计算机软件C轮100-499人,餐补，带薪年假，零食下午茶，交通补助，通讯补贴，年终奖，全勤奖，节日福利，五险一金,https://www.zhipin.com/job_detail/d9cfc09c6450a3dd1XV73Nm5E1BT.html
Python开发工程师,杭州·上城区·四季青,10-12K,1-3年本科,漠坦尼,信息安全未融资100-499人,定期体检，带薪年假，通讯补贴，年终奖，节日福利，餐补，朝九晚五，五险一金,https://www.zhipin.com/job_detail/88b08b612117d7561nZ72tS0F1JQ.html
python开发工程师,杭州·滨江区·长河,11-22K,1-3年本科,力太互联,计算机软件C轮100-499人,五险一金，通讯补贴，餐补，节日福利，带薪年假，年终奖，交通补助,https://www.zhipin.com/job_detail/878004b9823cba7b1nF-29q0FlFT.html
Python开发工程师,杭州·余杭区·五常,12-24K,1-3年本科,杭州瑞网广通,计算机软件A轮20-99人,高温补贴，零食下午茶，通讯补贴，交通补助，年终奖，餐补，带薪年假，加班补助，五险一金，节日福利，员工旅游,https://www.zhipin.com/job_detail/248564d8734bdec71nFz2NW1E1dT.html
Python开发工程师,杭州·滨江区·西兴,9-11K,1-3年大专,杭州海络,计算机软件不需要融资100-499人,员工旅游，五险一金，节日福利，交通补助，定期体检,https://www.zhipin.com/job_detail/0705a6c16a5a81511XZ73t-6FVFS.html
Python开发工程师,杭州·滨江区·长河,8-10K,1-3年大专,联想利泰,移动互联网已上市1000-9999人,员工旅游，通讯补贴，定期体检，餐补，补充医疗保险，节日福利，带薪年假，五险一金,https://www.zhipin.com/job_detail/9a3336414e0ff5691XZz0960GVVQ.html
Python开发工程师,杭州·西湖区·高新文教区,15-16K,3-5年本科,京北方,互联网金融已上市10000人以上,定期体检，加班补助，节日福利，五险一金，餐补，带薪年假，年终奖，员工旅游,https://www.zhipin.com/job_detail/d45e3be767d6c54c1XZ73dW0GVdX.html
Python开发工程师,杭州·滨江区·长河,15-22K·13薪,3-5年本科,展鸿科技,互联网未融资100-499人,员工旅游，节日福利，股票期权，带薪年假，零食下午茶，定期体检，五险一金，年终奖,https://www.zhipin.com/job_detail/adbd397f5f0a4b931XZ609q7GFRZ.html
Python开发工程师,杭州·滨江区·长河,7-12K·13薪,经验不限本科,杭州创呗网络科技...,游戏A轮20-99人,年终奖，游戏机，带薪年假，Party，交通补助，五险一金，零食下午茶，节日福利，通讯补贴，员工旅游，股票期权，加班补助,https://www.zhipin.com/job_detail/68422a6f052776f003Z82Nm9EFs~.html
Python开发工程师,杭州·西湖区·转塘,12-16K,3-5年大专,易邦网络,互联网20-99人,,https://www.zhipin.com/job_detail/b7390d69820b15451XZ709u4F1JZ.html
Python开发工程师,杭州·西湖区·高新文教区,8-13K,经验不限本科,淘乐创想,移动互联网不需要融资0-20人,股票期权，员工旅游，五险一金，年终奖，带薪年假,https://www.zhipin.com/job_detail/e78e3b17209bc9491XRz3ty1EFZU.html
Python开发工程师,杭州·西湖区·转塘,13-16K,3-5年本科,慧博云通,计算机软件B轮1000-9999人,加班补助，五险一金，定期体检，股票期权，带薪年假，年终奖，补充医疗保险，节日福利,https://www.zhipin.com/job_detail/2e813f128def11721XZ_3di8FVVU.html
Python开发工程师,杭州,10-15K,3-5年本科,杭州麦苗网络技术公司,电子商务未融资100-499人,餐补，五险一金，定期体检，员工旅游，节日福利，零食下午茶，带薪年假，年终奖,https://www.zhipin.com/job_detail/8861270f26ce24611XVz39y0E1JY.html
Python爬虫工程师,杭州·余杭区·仓前,11-20K·13薪,3-5年本科,畅加,电子商务不需要融资20-99人,加班补助，定期体检，餐补，零食下午茶，节日福利，全勤奖，员工旅游，年终奖，五险一金，带薪年假,https://www.zhipin.com/job_detail/e112e6e3f54c6bdc0HZ-3dW7FVQ~.html
Python开发工程师,杭州·余杭区·未来科技城,12-24K·15薪,3-5年本科,中电五十二研究所,计算机软件不需要融资1000-9999人,年终奖，通讯补贴，节日福利，定期体检，补充医疗保险，带薪年假，餐补，五险一金，免费班车，住房补贴，交通补助,https://www.zhipin.com/job_detail/a86a04257d37f56f1XV93dq5GVJV.html
爬虫/Python实习生,杭州·西湖区·黄龙,150-170元/天,5天/周3个月本科,尤派教育 (Upraise),学术/科研不需要融资0-20人,加班补助，定期体检，带薪年假，股票期权，通讯补贴，零食下午茶，员工旅游，五险一金，节日福利，年终奖,https://www.zhipin.com/job_detail/b152fc6b396a1fbf1XRy09S1FVtZ.html
Python爬虫工程师,杭州,15-30K,3-5年本科,普浪,通信/网络设备未融资100-499人,全勤奖，加班补助，五险一金，餐补,https://www.zhipin.com/job_detail/4a9093c4d218a70a1XV629m9EFtV.html
Python Web开发工程师,杭州·滨江区·长河,25-30K·13薪,1-3年本科,神州新桥,互联网不需要融资1000-9999人,定期体检，海外游，员工旅游，餐补，带薪年假，通讯补贴，年终奖，补充医疗保险，节日福利，五险一金,https://www.zhipin.com/job_detail/64467efadf11809a1XV92t27FVdX.html
python web开发,杭州·西湖区·西溪,15-20K·13薪,3-5年本科,九章算法,在线教育不需要融资20-99人,零食下午茶，带薪年假，年终奖，五险一金，定期体检，节日福利,https://www.zhipin.com/job_detail/3cc56cbdf95f2a08331-2dq6FFo~.html
Python 开发工程师—工程生产力,杭州·西湖区·西溪,15-30K·15薪,3-5年本科,涂鸦智能,互联网已上市1000-9999人,交通补助，股票期权，每月团建费，带薪年假，年终奖，员工旅游，通讯补贴，五险一金，节日福利，定期体检，加班补助，每年outing,https://www.zhipin.com/job_detail/f66c5d00d23cf1d41nZ_2t2_EFFQ.html
python开发,杭州·滨江区·长河,19-35K·15薪,1-3年本科,华为,计算机软件不需要融资10000人以上,餐补，年终奖，定期体检，零食下午茶，五险一金，员工旅游，加班补助，节日福利，股票期权，补充医疗保险,https://www.zhipin.com/job_detail/4f91aa6492dbecd21nB52tq_EVdV.html
Python,杭州·滨江区·星耀城,18-36K,5-10年本科,安恒信息,信息安全已上市1000-9999人,五险一金，通讯补贴，节日福利，餐补，补充医疗保险，定期体检，交通补助，带薪年假，员工旅游，零食下午茶，年终奖,https://www.zhipin.com/job_detail/dfdeffe691661c7c1nRy3dm6EVY~.html
Python,杭州·西湖区·高新文教区,20-30K,5-10年本科,美国道富,互联网金融已上市10000人以上,年终奖，零食下午茶，定期体检，带薪年假，节日福利，餐补，加班补助，免费班车，补充医疗保险，五险一金,https://www.zhipin.com/job_detail/062a826aee43933a1XV43Ni4GFBV.html
Python,杭州·滨江区·西兴,18-35K·15薪,经验不限本科,CloudBU,互联网未融资10000人以上,加班补助，免费班车，补充医疗保险，定期体检，年终奖，五险一金，带薪年假，节日福利，零食下午茶，餐补,https://www.zhipin.com/job_detail/3ac7a397e0d1f9581XV43NS-FFtX.html
Python,杭州·滨江区·长河,11-20K,1-3年本科,软通动力信息技术集团,计算机软件已上市10000人以上,补充医疗保险，员工旅游，餐补，节日福利，五险一金，年终奖，包吃，免费班车，交通补助，零食下午茶，带薪年假，定期体检，加班补助，全勤奖，通讯补贴,https://www.zhipin.com/job_detail/60035528635ce8871nJ92ti6F1FU.html
python,杭州·萧山区·萧山经济开发区,10-15K·13薪,1-3年本科,杭州奕锐电子,信息安全天使轮20-99人,,https://www.zhipin.com/job_detail/e68a862b3cc941121nR83tW6F1RZ.html
Python开发,杭州·余杭区·仓前,15-18K·15薪,3-5年本科,实在智能,互联网B轮100-499人,零食下午茶，餐补，五险一金，全勤奖，补充医疗保险，加班补助，定期体检，员工旅游，年终奖，带薪年假，节日福利，股票期权,https://www.zhipin.com/job_detail/e66695836e1587721nJ_3Nu_FVdW.html
Python开发,杭州,150-300元/天,5天/周6个月本科,云迪,移动互联网不需要融资20-99人,股票期权，定期体检，五险一金，年终奖，加班补助，员工旅游，节日福利，零食下午茶,https://www.zhipin.com/job_detail/a40d2cb67723e1c81nZz09q1EFtQ.html
高级Python工程师,杭州·滨江区·浦沿,12-22K·13薪,3-5年本科,中启乘数,计算机软件不需要融资20-99人,带薪年假，年终奖，补充医疗保险，五险一金,https://www.zhipin.com/job_detail/958d251cf6369db51XV43Nq-GFZR.html
Python后端开发,杭州·西湖区·转塘,15-25K,3-5年本科,煜象科技,计算机软件未融资500-999人,零食下午茶，带薪年假，节日福利，司龄福利假，补充医疗保险，工龄带薪年假，高温补贴，定期体检，年终奖，五险一金,https://www.zhipin.com/job_detail/362057c2a0efb0381nJ42Ny-FFJW.html
Python工程师,杭州·余杭区·五常,15-30K·13薪,3-5年本科,斑头雁,计算机软件天使轮20-99人,员工旅游，五险一金，带薪年假，年终奖，定期体检，股票期权,https://www.zhipin.com/job_detail/b220d60c455756a01n1709-8EFNY.html
Python,杭州,12-18K·13薪,1-3年本科,投知网,互联网金融天使轮20-99人,节日福利，带薪年假，员工旅游，加班补助，零食下午茶，住房补贴，定期体检，年终奖，五险一金,https://www.zhipin.com/job_detail/44a258c77cc3f3b51nVy3dq0FlZV.html
Python开发工程师,杭州·滨江区·长河,10-15K,1-3年本科,汉克时代,互联网不需要融资1000-9999人,住房补贴，节日福利，交通补助，定期体检，年终奖，员工旅游，通讯补贴，五险一金，带薪年假,https://www.zhipin.com/job_detail/15e25dae92058ff01XV729S8GVRY.html
Python（后端/算法/测试）,杭州·滨江区·长河,11-20K,3-5年本科,软通动力,计算机软件已上市10000人以上,五险一金，免费班车，零食下午茶，节日福利，加班补助，团建活动，定期体检，交通补助，带薪年假,https://www.zhipin.com/job_detail/a89cd075ff4a651d1XZ729u4FFFR.html
Python开发工程师,杭州·余杭区·五常,12-18K,3-5年大专,博彦科技,计算机软件已上市10000人以上,五险一金，带薪年假，节日福利，年终奖，免费班车，定期体检,https://www.zhipin.com/job_detail/3410fcb2452a256b1XZ83Nu9E1RR.html
Python开发工程师,杭州·萧山区·钱江世纪城,15-18K·14薪,3-5年大专,尖兵科技,互联网B轮100-499人,零食下午茶，定期体检，节日福利，交通补助，带薪年假，5天带薪病假，员工旅游，股票期权，年终奖，五险一金,https://www.zhipin.com/job_detail/f443c932280528831XZ709i_FVVT.html
Python开发,杭州,13-18K·13薪,3-5年本科,美创科技,信息安全D轮及以上500-999人,带薪年假，股票期权，年终奖，五险一金，员工旅游，定期体检，补充医疗保险,https://www.zhipin.com/job_detail/8470eae9db5bf1cf1nVy3ti6GVtT.html
Python开发工程师,杭州·余杭区·五常,15-30K·13薪,3-5年本科,智云健康,医疗健康D轮及以上1000-9999人,补充医疗保险，带薪年假，餐补，员工旅游，定期体检，交通补助，股票期权，节日福利，通讯补贴，年终奖，五险一金,https://www.zhipin.com/job_detail/530864ebab8f82f40H1_09S1FVA~.html
Python开发工程师,杭州·上城区·三堡,8-13K,1-3年本科,兰树化妆品,日化未融资100-499人,员工旅游，股票期权，五险一金，带薪年假，产品福利,https://www.zhipin.com/job_detail/b3205065f0e2b3191n1y29-4GVtR.html
Python开发工程师,杭州·滨江区·滨江区政府,13-18K·13薪,1-3年本科,迪普科技,信息安全已上市1000-9999人,五险一金，零食下午茶，生日福利，股票期权，交通补助，带薪年假，员工旅游，节日福利，定期体检，通讯补贴，免费理发，免费班车，住房补贴，年终奖，全勤奖，补充医疗保险,https://www.zhipin.com/job_detail/8cfe06492967b8261n1-0tq-FlRQ.html
